 84, 84, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 59, 117, 77, 0, 0, 0, 0, 0, 0, 0
 0, 74, 125, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0
 0, 100, 121, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 84, 84, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0
 0, 0, 2, 0, 0, 0, 0, 125, 126, 0, 0, 0, 0, 0, 0
 0, 0, 0, 19, 0, 0, 0, 0, 126, 109, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 84, 84, 0, 0, 0, 0, 84, 0, 0, 0
 0, 84, 0, 0, 0, 84, 84, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 84, 84, 0, 0, 0, 0, 84, 0, 0
 0, 0, 0, 0, 0, 0, 32, 114, 0, 0, 0, 0, 108, 0, 0
 0, 0, 0, 100, 0, 0, 0, 0, 123, 0, 0, 0, 0, 31, 0
 0, 0, 0, 106, 0, 0, 0, 35, 113, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 67, 74
 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 124, 41, 0, 0, 0
 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 84, 84, 0, 0
 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 34, 127, 0, 0
 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 120, 11, 0
 0, 0, 0, 0, 0, 0, 0, 44, 127, 0, 0, 0, 0, 83, 0
 0, 0, 0, 0, 0, 0, 0, 84, 84, 0, 0, 0, 0, 84, 0
 0, 0, 0, 0, 0, 0, 0, 0, 126, 22, 0, 0, 0, 105, 0
